Kod;Nazwa;Artykuły spożywcze;Rok;Wartosc;Jednostka miary;Atrybut
1000000000;Region centralny;sery i twarogi;2015;0,84;kg; 
1000000000;Region centralny;jaja;2003;15,20;szt.; 
1000000000;Region centralny;jaja;2004;14,79;szt.; 
1000000000;Region centralny;jaja;2005;14,75;szt.; 
1000000000;Region centralny;jaja;2006;13,50;szt.; 
1000000000;Region centralny;jaja;2007;13,24;szt.; 
1000000000;Region centralny;jaja;2008;13,12;szt.; 
1000000000;Region centralny;jaja;2009;12,97;szt.; 
1000000000;Region centralny;jaja;2010;12,61;szt.; 
1000000000;Region centralny;jaja;2011;12,46;szt.; 
1000000000;Region centralny;jaja;2012;12,46;szt.; 
1000000000;Region centralny;jaja;2013;12,18;szt.; 
1000000000;Region centralny;jaja;2014;12,23;szt.; 
1000000000;Region centralny;jaja;2015;11,67;szt.; 
1000000000;Region centralny;oleje i tłuszcze;2003;1,52;kg; 
1000000000;Region centralny;oleje i tłuszcze;2004;1,50;kg; 
1000000000;Region centralny;oleje i tłuszcze;2005;1,43;kg; 
1000000000;Region centralny;oleje i tłuszcze;2006;1,35;kg; 
1000000000;Region centralny;oleje i tłuszcze;2007;1,32;kg; 
1000000000;Region centralny;oleje i tłuszcze;2008;1,34;kg; 
1000000000;Region centralny;oleje i tłuszcze;2009;1,30;kg; 
1000000000;Region centralny;oleje i tłuszcze;2010;1,24;kg; 
1000000000;Region centralny;oleje i tłuszcze;2011;1,20;kg; 
1000000000;Region centralny;oleje i tłuszcze;2012;1,21;kg; 
1000000000;Region centralny;oleje i tłuszcze;2013;1,14;kg; 
1000000000;Region centralny;oleje i tłuszcze;2014;1,14;kg; 
1000000000;Region centralny;oleje i tłuszcze;2015;1,07;kg; 
1000000000;Region centralny;owoce;2003;4,33;kg; 
1000000000;Region centralny;owoce;2004;4,33;kg; 
1000000000;Region centralny;owoce;2005;4,01;kg; 
1000000000;Region centralny;owoce;2006;3,86;kg; 
1000000000;Region centralny;owoce;2007;3,69;kg; 
1000000000;Region centralny;owoce;2008;4,03;kg; 
1000000000;Region centralny;owoce;2009;4,14;kg; 
1000000000;Region centralny;owoce;2010;3,74;kg; 
1000000000;Region centralny;owoce;2011;3,56;kg; 
1000000000;Region centralny;owoce;2012;3,65;kg; 
1000000000;Region centralny;owoce;2013;3,75;kg; 
1000000000;Region centralny;owoce;2014;3,96;kg; 
1000000000;Region centralny;owoce;2015;3,91;kg; 
1000000000;Region centralny;warzywa;2003;12,64;kg; 
1000000000;Region centralny;warzywa;2004;12,33;kg; 
1000000000;Region centralny;warzywa;2005;12,56;kg; 
1000000000;Region centralny;warzywa;2006;11,04;kg; 
1000000000;Region centralny;warzywa;2007;10,95;kg; 
1000000000;Region centralny;warzywa;2008;10,92;kg; 
1000000000;Region centralny;warzywa;2009;10,78;kg; 
1000000000;Region centralny;warzywa;2010;9,91;kg; 
1000000000;Region centralny;warzywa;2011;9,81;kg; 
1000000000;Region centralny;warzywa;2012;9,67;kg; 
1000000000;Region centralny;warzywa;2013;9,18;kg; 
1000000000;Region centralny;warzywa;2014;9,19;kg; 
1000000000;Region centralny;warzywa;2015;8,93;kg; 
1000000000;Region centralny;ziemniaki;2003;-;kg; 
1000000000;Region centralny;ziemniaki;2004;-;kg; 
1000000000;Region centralny;ziemniaki;2005;-;kg; 
1000000000;Region centralny;ziemniaki;2006;-;kg; 
1000000000;Region centralny;ziemniaki;2007;-;kg; 
1000000000;Region centralny;ziemniaki;2008;-;kg; 
1000000000;Region centralny;ziemniaki;2009;-;kg; 
1000000000;Region centralny;ziemniaki;2010;-;kg; 
1000000000;Region centralny;ziemniaki;2011;-;kg; 
1000000000;Region centralny;ziemniaki;2012;-;kg; 
1000000000;Region centralny;ziemniaki;2013;-;kg; 
1000000000;Region centralny;ziemniaki;2014;-;kg; 
1000000000;Region centralny;ziemniaki;2015;3,62;kg; 
1000000000;Region centralny;cukier;2003;1,73;kg; 
1000000000;Region centralny;cukier;2004;1,68;kg; 
1000000000;Region centralny;cukier;2005;1,58;kg; 
1000000000;Region centralny;cukier;2006;1,53;kg; 
1000000000;Region centralny;cukier;2007;1,46;kg; 
1000000000;Region centralny;cukier;2008;1,50;kg; 
1000000000;Region centralny;cukier;2009;1,42;kg; 
1000000000;Region centralny;cukier;2010;1,30;kg; 
1000000000;Region centralny;cukier;2011;1,20;kg; 
1000000000;Region centralny;cukier;2012;1,19;kg; 
1000000000;Region centralny;cukier;2013;1,17;kg; 
1000000000;Region centralny;cukier;2014;1,23;kg; 
1000000000;Region centralny;cukier;2015;1,12;kg; 
1100000000;ŁÓDZKIE;pieczywo i produkty zbożowe;2003;9,04;kg; 
1100000000;ŁÓDZKIE;pieczywo i produkty zbożowe;2004;9,00;kg; 
1100000000;ŁÓDZKIE;pieczywo i produkty zbożowe;2005;8,75;kg; 
1100000000;ŁÓDZKIE;pieczywo i produkty zbożowe;2006;8,10;kg; 
1100000000;ŁÓDZKIE;pieczywo i produkty zbożowe;2007;8,03;kg; 
1100000000;ŁÓDZKIE;pieczywo i produkty zbożowe;2008;7,87;kg; 
1100000000;ŁÓDZKIE;pieczywo i produkty zbożowe;2009;7,66;kg; 
1100000000;ŁÓDZKIE;pieczywo i produkty zbożowe;2010;7,31;kg; 
1100000000;ŁÓDZKIE;pieczywo i produkty zbożowe;2011;7,14;kg; 
1100000000;ŁÓDZKIE;pieczywo i produkty zbożowe;2012;6,90;kg; 
1100000000;ŁÓDZKIE;pieczywo i produkty zbożowe;2013;6,83;kg; 
1100000000;ŁÓDZKIE;pieczywo i produkty zbożowe;2014;6,65;kg; 
1100000000;ŁÓDZKIE;pieczywo i produkty zbożowe;2015;6,28;kg; 
1100000000;ŁÓDZKIE;pieczywo;2003;-;kg; 
1100000000;ŁÓDZKIE;pieczywo;2004;-;kg; 
1100000000;ŁÓDZKIE;pieczywo;2005;-;kg; 
1100000000;ŁÓDZKIE;pieczywo;2006;-;kg; 
1100000000;ŁÓDZKIE;pieczywo;2007;-;kg; 
1100000000;ŁÓDZKIE;pieczywo;2008;-;kg; 
1100000000;ŁÓDZKIE;pieczywo;2009;-;kg; 
1100000000;ŁÓDZKIE;pieczywo;2010;-;kg; 
1100000000;ŁÓDZKIE;pieczywo;2011;-;kg; 
1100000000;ŁÓDZKIE;pieczywo;2012;-;kg; 
1100000000;ŁÓDZKIE;pieczywo;2013;-;kg; 
1100000000;ŁÓDZKIE;pieczywo;2014;-;kg; 
1100000000;ŁÓDZKIE;pieczywo;2015;3,88;kg; 
1100000000;ŁÓDZKIE;mięso;2003;5,96;kg; 
1100000000;ŁÓDZKIE;mięso;2004;5,81;kg; 
1100000000;ŁÓDZKIE;mięso;2005;5,90;kg; 
1100000000;ŁÓDZKIE;mięso;2006;5,51;kg; 
1100000000;ŁÓDZKIE;mięso;2007;5,63;kg; 
1100000000;ŁÓDZKIE;mięso;2008;6,01;kg; 
1100000000;ŁÓDZKIE;mięso;2009;5,97;kg; 
1100000000;ŁÓDZKIE;mięso;2010;5,86;kg; 
1100000000;ŁÓDZKIE;mięso;2011;5,87;kg; 
1100000000;ŁÓDZKIE;mięso;2012;5,78;kg; 
1100000000;ŁÓDZKIE;mięso;2013;5,70;kg; 
1100000000;ŁÓDZKIE;mięso;2014;5,82;kg; 
1100000000;ŁÓDZKIE;mięso;2015;5,65;kg; 
1100000000;ŁÓDZKIE;mięso surowe;2003;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe;2004;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe;2005;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe;2006;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe;2007;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe;2008;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe;2009;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe;2010;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe;2011;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe;2012;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe;2013;3,13;kg; 
1100000000;ŁÓDZKIE;mięso surowe;2014;3,26;kg; 
1100000000;ŁÓDZKIE;mięso surowe;2015;3,25;kg; 
1100000000;ŁÓDZKIE;mięso surowe drobiowe;2003;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe drobiowe;2004;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe drobiowe;2005;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe drobiowe;2006;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe drobiowe;2007;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe drobiowe;2008;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe drobiowe;2009;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe drobiowe;2010;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe drobiowe;2011;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe drobiowe;2012;-;kg; 
1100000000;ŁÓDZKIE;mięso surowe drobiowe;2013;1,59;kg; 
1100000000;ŁÓDZKIE;mięso surowe drobiowe;2014;1,64;kg; 
1100000000;ŁÓDZKIE;mięso surowe drobiowe;2015;1,61;kg; 
1100000000;ŁÓDZKIE;wędliny i inne przetwory mięsne;2003;-;kg; 
1100000000;ŁÓDZKIE;wędliny i inne przetwory mięsne;2004;-;kg; 
1100000000;ŁÓDZKIE;wędliny i inne przetwory mięsne;2005;-;kg; 
1100000000;ŁÓDZKIE;wędliny i inne przetwory mięsne;2006;-;kg; 
1100000000;ŁÓDZKIE;wędliny i inne przetwory mięsne;2007;-;kg; 
1100000000;ŁÓDZKIE;wędliny i inne przetwory mięsne;2008;-;kg; 
1100000000;ŁÓDZKIE;wędliny i inne przetwory mięsne;2009;-;kg; 
1100000000;ŁÓDZKIE;wędliny i inne przetwory mięsne;2010;-;kg; 
1100000000;ŁÓDZKIE;wędliny i inne przetwory mięsne;2011;-;kg; 
1100000000;ŁÓDZKIE;wędliny i inne przetwory mięsne;2012;-;kg; 
1100000000;ŁÓDZKIE;wędliny i inne przetwory mięsne;2013;-;kg; 
1100000000;ŁÓDZKIE;wędliny i inne przetwory mięsne;2014;2,20;kg; 
1100000000;ŁÓDZKIE;wędliny i inne przetwory mięsne;2015;2,09;kg; 
1100000000;ŁÓDZKIE;wędliny;2003;-;kg; 
1100000000;ŁÓDZKIE;wędliny;2004;-;kg; 
1100000000;ŁÓDZKIE;wędliny;2005;-;kg; 
1100000000;ŁÓDZKIE;wędliny;2006;-;kg; 
1100000000;ŁÓDZKIE;wędliny;2007;-;kg; 
1100000000;ŁÓDZKIE;wędliny;2008;-;kg; 
1100000000;ŁÓDZKIE;wędliny;2009;-;kg; 
1100000000;ŁÓDZKIE;wędliny;2010;-;kg; 
1100000000;ŁÓDZKIE;wędliny;2011;-;kg; 
1100000000;ŁÓDZKIE;wędliny;2012;-;kg; 
1100000000;ŁÓDZKIE;wędliny;2013;2,21;kg; 
1100000000;ŁÓDZKIE;wędliny;2014;-;kg; 
1100000000;ŁÓDZKIE;wędliny;2015;-;kg; 
1100000000;ŁÓDZKIE;ryby;2003;0,39;kg; 
1100000000;ŁÓDZKIE;ryby;2004;0,40;kg; 
1100000000;ŁÓDZKIE;ryby;2005;0,42;kg; 
1100000000;ŁÓDZKIE;ryby;2006;0,41;kg; 
1100000000;ŁÓDZKIE;ryby;2007;0,45;kg; 
1100000000;ŁÓDZKIE;ryby;2008;0,47;kg; 
1100000000;ŁÓDZKIE;ryby;2009;0,49;kg; 
1100000000;ŁÓDZKIE;ryby;2010;0,47;kg; 
1100000000;ŁÓDZKIE;ryby;2011;0,44;kg; 
1100000000;ŁÓDZKIE;ryby;2012;0,42;kg; 
1100000000;ŁÓDZKIE;ryby;2013;-;kg; 
1100000000;ŁÓDZKIE;ryby;2014;-;kg; 
1100000000;ŁÓDZKIE;ryby;2015;-;kg; 
1100000000;ŁÓDZKIE;ryby i owoce morza;2003;-;kg; 
1100000000;ŁÓDZKIE;ryby i owoce morza;2004;-;kg; 
1100000000;ŁÓDZKIE;ryby i owoce morza;2005;-;kg; 
1100000000;ŁÓDZKIE;ryby i owoce morza;2006;-;kg; 
1100000000;ŁÓDZKIE;ryby i owoce morza;2007;-;kg; 
1100000000;ŁÓDZKIE;ryby i owoce morza;2008;-;kg; 
1100000000;ŁÓDZKIE;ryby i owoce morza;2009;-;kg; 
1100000000;ŁÓDZKIE;ryby i owoce morza;2010;-;kg; 
1100000000;ŁÓDZKIE;ryby i owoce morza;2011;-;kg; 
1100000000;ŁÓDZKIE;ryby i owoce morza;2012;-;kg; 
1100000000;ŁÓDZKIE;ryby i owoce morza;2013;0,35;kg; 
1100000000;ŁÓDZKIE;ryby i owoce morza;2014;0,34;kg; 
1100000000;ŁÓDZKIE;ryby i owoce morza;2015;0,33;kg; 
1100000000;ŁÓDZKIE;mleko świeże;2003;-;l; 
1100000000;ŁÓDZKIE;mleko świeże;2004;-;l; 
1100000000;ŁÓDZKIE;mleko świeże;2005;4,24;l; 
1100000000;ŁÓDZKIE;mleko świeże;2006;3,56;l; 
1100000000;ŁÓDZKIE;mleko świeże;2007;3,27;l; 
1100000000;ŁÓDZKIE;mleko świeże;2008;3,18;l; 
1100000000;ŁÓDZKIE;mleko świeże;2009;3,23;l; 
1100000000;ŁÓDZKIE;mleko świeże;2010;3,20;l; 
1100000000;ŁÓDZKIE;mleko świeże;2011;2,98;l; 
1100000000;ŁÓDZKIE;mleko świeże;2012;2,90;l; 
1100000000;ŁÓDZKIE;mleko świeże;2013;2,97;l; 
1100000000;ŁÓDZKIE;mleko świeże;2014;3,06;l; 
1100000000;ŁÓDZKIE;mleko świeże;2015;3,02;l; 
1100000000;ŁÓDZKIE;jogurty i napoje mleczne;2003;-;kg; 
1100000000;ŁÓDZKIE;jogurty i napoje mleczne;2004;-;kg; 
1100000000;ŁÓDZKIE;jogurty i napoje mleczne;2005;0,58;kg; 
1100000000;ŁÓDZKIE;jogurty i napoje mleczne;2006;0,64;kg; 
1100000000;ŁÓDZKIE;jogurty i napoje mleczne;2007;0,67;kg; 
1100000000;ŁÓDZKIE;jogurty i napoje mleczne;2008;0,68;kg; 
1100000000;ŁÓDZKIE;jogurty i napoje mleczne;2009;0,73;kg; 
1100000000;ŁÓDZKIE;jogurty i napoje mleczne;2010;0,83;kg; 
1100000000;ŁÓDZKIE;jogurty i napoje mleczne;2011;0,85;kg; 
1100000000;ŁÓDZKIE;jogurty i napoje mleczne;2012;0,78;kg; 
1100000000;ŁÓDZKIE;jogurty i napoje mleczne;2013;-;kg; 
1100000000;ŁÓDZKIE;jogurty i napoje mleczne;2014;-;kg; 
1100000000;ŁÓDZKIE;jogurty i napoje mleczne;2015;-;kg; 
1100000000;ŁÓDZKIE;jogurty;2003;-;kg; 
1100000000;ŁÓDZKIE;jogurty;2004;-;kg; 
1100000000;ŁÓDZKIE;jogurty;2005;-;kg; 
1100000000;ŁÓDZKIE;jogurty;2006;-;kg; 
1100000000;ŁÓDZKIE;jogurty;2007;-;kg; 
1100000000;ŁÓDZKIE;jogurty;2008;-;kg; 
1100000000;ŁÓDZKIE;jogurty;2009;-;kg; 
1100000000;ŁÓDZKIE;jogurty;2010;-;kg; 
1100000000;ŁÓDZKIE;jogurty;2011;-;kg; 
1100000000;ŁÓDZKIE;jogurty;2012;-;kg; 
1100000000;ŁÓDZKIE;jogurty;2013;0,49;kg; 
1100000000;ŁÓDZKIE;jogurty;2014;0,47;kg; 
1100000000;ŁÓDZKIE;jogurty;2015;0,47;kg; 
1100000000;ŁÓDZKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2003;4,82;l; 
1100000000;ŁÓDZKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2004;4,52;l; 
1100000000;ŁÓDZKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2005;-;l; 
1100000000;ŁÓDZKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2006;-;l; 
1100000000;ŁÓDZKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2007;-;l; 
1100000000;ŁÓDZKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2008;-;l; 
1100000000;ŁÓDZKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2009;-;l; 
1100000000;ŁÓDZKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2010;-;l; 
1100000000;ŁÓDZKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2011;-;l; 
1100000000;ŁÓDZKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2012;-;l; 
1100000000;ŁÓDZKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2013;-;l; 
1100000000;ŁÓDZKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2014;-;l; 
1100000000;ŁÓDZKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2015;-;l; 
1100000000;ŁÓDZKIE;sery i twarogi;2003;0,85;kg; 
1100000000;ŁÓDZKIE;sery i twarogi;2004;0,85;kg; 
1100000000;ŁÓDZKIE;sery i twarogi;2005;0,87;kg; 
1100000000;ŁÓDZKIE;sery i twarogi;2006;0,88;kg; 
1100000000;ŁÓDZKIE;sery i twarogi;2007;0,91;kg; 
1100000000;ŁÓDZKIE;sery i twarogi;2008;0,88;kg; 
1100000000;ŁÓDZKIE;sery i twarogi;2009;0,94;kg; 
1100000000;ŁÓDZKIE;sery i twarogi;2010;0,96;kg; 
1100000000;ŁÓDZKIE;sery i twarogi;2011;0,94;kg; 
1100000000;ŁÓDZKIE;sery i twarogi;2012;0,93;kg; 
1100000000;ŁÓDZKIE;sery i twarogi;2013;0,80;kg; 
1100000000;ŁÓDZKIE;sery i twarogi;2014;0,79;kg; 
1100000000;ŁÓDZKIE;sery i twarogi;2015;0,82;kg; 
1100000000;ŁÓDZKIE;jaja;2003;16,06;szt.; 
1100000000;ŁÓDZKIE;jaja;2004;15,42;szt.; 
1100000000;ŁÓDZKIE;jaja;2005;16,53;szt.; 
1100000000;ŁÓDZKIE;jaja;2006;14,60;szt.; 
1100000000;ŁÓDZKIE;jaja;2007;14,29;szt.; 
1100000000;ŁÓDZKIE;jaja;2008;14,13;szt.; 
1100000000;ŁÓDZKIE;jaja;2009;14,13;szt.; 
1100000000;ŁÓDZKIE;jaja;2010;13,89;szt.; 
1100000000;ŁÓDZKIE;jaja;2011;13,49;szt.; 
1100000000;ŁÓDZKIE;jaja;2012;13,43;szt.; 
1100000000;ŁÓDZKIE;jaja;2013;13,74;szt.; 
1100000000;ŁÓDZKIE;jaja;2014;14,05;szt.; 
1100000000;ŁÓDZKIE;jaja;2015;13,41;szt.; 
1100000000;ŁÓDZKIE;oleje i tłuszcze;2003;1,54;kg; 
1100000000;ŁÓDZKIE;oleje i tłuszcze;2004;1,51;kg; 
1100000000;ŁÓDZKIE;oleje i tłuszcze;2005;1,47;kg; 
1100000000;ŁÓDZKIE;oleje i tłuszcze;2006;1,37;kg; 
1100000000;ŁÓDZKIE;oleje i tłuszcze;2007;1,37;kg; 
1100000000;ŁÓDZKIE;oleje i tłuszcze;2008;1,38;kg; 
1100000000;ŁÓDZKIE;oleje i tłuszcze;2009;1,36;kg; 
1100000000;ŁÓDZKIE;oleje i tłuszcze;2010;1,30;kg; 
1100000000;ŁÓDZKIE;oleje i tłuszcze;2011;1,29;kg; 
1100000000;ŁÓDZKIE;oleje i tłuszcze;2012;1,27;kg; 
1100000000;ŁÓDZKIE;oleje i tłuszcze;2013;1,23;kg; 
1100000000;ŁÓDZKIE;oleje i tłuszcze;2014;1,25;kg; 
1100000000;ŁÓDZKIE;oleje i tłuszcze;2015;1,15;kg; 
1100000000;ŁÓDZKIE;owoce;2003;4,10;kg; 
1100000000;ŁÓDZKIE;owoce;2004;4,23;kg; 
1100000000;ŁÓDZKIE;owoce;2005;3,99;kg; 
1100000000;ŁÓDZKIE;owoce;2006;3,59;kg; 
1100000000;ŁÓDZKIE;owoce;2007;3,66;kg; 
1100000000;ŁÓDZKIE;owoce;2008;3,84;kg; 
1100000000;ŁÓDZKIE;owoce;2009;3,98;kg; 
1100000000;ŁÓDZKIE;owoce;2010;3,49;kg; 
1100000000;ŁÓDZKIE;owoce;2011;3,33;kg; 
1100000000;ŁÓDZKIE;owoce;2012;3,50;kg; 
1100000000;ŁÓDZKIE;owoce;2013;3,72;kg; 
1100000000;ŁÓDZKIE;owoce;2014;3,87;kg; 
1100000000;ŁÓDZKIE;owoce;2015;3,70;kg; 
1100000000;ŁÓDZKIE;warzywa;2003;13,04;kg; 
1100000000;ŁÓDZKIE;warzywa;2004;12,46;kg; 
1100000000;ŁÓDZKIE;warzywa;2005;13,26;kg; 
1100000000;ŁÓDZKIE;warzywa;2006;11,35;kg; 
1100000000;ŁÓDZKIE;warzywa;2007;11,32;kg; 
1100000000;ŁÓDZKIE;warzywa;2008;11,32;kg; 
1100000000;ŁÓDZKIE;warzywa;2009;11,75;kg; 
1100000000;ŁÓDZKIE;warzywa;2010;10,37;kg; 
1100000000;ŁÓDZKIE;warzywa;2011;10,39;kg; 
1100000000;ŁÓDZKIE;warzywa;2012;10,38;kg; 
1100000000;ŁÓDZKIE;warzywa;2013;9,75;kg; 
1100000000;ŁÓDZKIE;warzywa;2014;10,02;kg; 
1100000000;ŁÓDZKIE;warzywa;2015;9,37;kg; 
1100000000;ŁÓDZKIE;ziemniaki;2003;-;kg; 
1100000000;ŁÓDZKIE;ziemniaki;2004;-;kg; 
1100000000;ŁÓDZKIE;ziemniaki;2005;-;kg; 
1100000000;ŁÓDZKIE;ziemniaki;2006;-;kg; 
1100000000;ŁÓDZKIE;ziemniaki;2007;-;kg; 
1100000000;ŁÓDZKIE;ziemniaki;2008;-;kg; 
1100000000;ŁÓDZKIE;ziemniaki;2009;-;kg; 
1100000000;ŁÓDZKIE;ziemniaki;2010;-;kg; 
1100000000;ŁÓDZKIE;ziemniaki;2011;-;kg; 
1100000000;ŁÓDZKIE;ziemniaki;2012;-;kg; 
1100000000;ŁÓDZKIE;ziemniaki;2013;-;kg; 
1100000000;ŁÓDZKIE;ziemniaki;2014;-;kg; 
1100000000;ŁÓDZKIE;ziemniaki;2015;4,08;kg; 
1100000000;ŁÓDZKIE;cukier;2003;1,90;kg; 
1100000000;ŁÓDZKIE;cukier;2004;1,76;kg; 
1100000000;ŁÓDZKIE;cukier;2005;1,68;kg; 
1100000000;ŁÓDZKIE;cukier;2006;1,59;kg; 
1100000000;ŁÓDZKIE;cukier;2007;1,62;kg; 
1100000000;ŁÓDZKIE;cukier;2008;1,67;kg; 
1100000000;ŁÓDZKIE;cukier;2009;1,57;kg; 
1100000000;ŁÓDZKIE;cukier;2010;1,49;kg; 
1100000000;ŁÓDZKIE;cukier;2011;1,37;kg; 
1100000000;ŁÓDZKIE;cukier;2012;1,32;kg; 
1100000000;ŁÓDZKIE;cukier;2013;1,35;kg; 
1100000000;ŁÓDZKIE;cukier;2014;1,46;kg; 
1100000000;ŁÓDZKIE;cukier;2015;1,33;kg; 
1140000000;MAZOWIECKIE;pieczywo i produkty zbożowe;2003;9,07;kg; 
1140000000;MAZOWIECKIE;pieczywo i produkty zbożowe;2004;8,88;kg; 
1140000000;MAZOWIECKIE;pieczywo i produkty zbożowe;2005;8,46;kg; 
1140000000;MAZOWIECKIE;pieczywo i produkty zbożowe;2006;7,88;kg; 
1140000000;MAZOWIECKIE;pieczywo i produkty zbożowe;2007;7,49;kg; 
1140000000;MAZOWIECKIE;pieczywo i produkty zbożowe;2008;7,38;kg; 
1140000000;MAZOWIECKIE;pieczywo i produkty zbożowe;2009;7,03;kg; 
1140000000;MAZOWIECKIE;pieczywo i produkty zbożowe;2010;6,59;kg; 
1140000000;MAZOWIECKIE;pieczywo i produkty zbożowe;2011;6,30;kg; 
1140000000;MAZOWIECKIE;pieczywo i produkty zbożowe;2012;6,27;kg; 
1140000000;MAZOWIECKIE;pieczywo i produkty zbożowe;2013;6,23;kg; 
1140000000;MAZOWIECKIE;pieczywo i produkty zbożowe;2014;6,06;kg; 
1140000000;MAZOWIECKIE;pieczywo i produkty zbożowe;2015;5,76;kg; 
1140000000;MAZOWIECKIE;pieczywo;2003;-;kg; 
1140000000;MAZOWIECKIE;pieczywo;2004;-;kg; 
1140000000;MAZOWIECKIE;pieczywo;2005;-;kg; 
1140000000;MAZOWIECKIE;pieczywo;2006;-;kg; 
1140000000;MAZOWIECKIE;pieczywo;2007;-;kg; 
1140000000;MAZOWIECKIE;pieczywo;2008;-;kg; 
1140000000;MAZOWIECKIE;pieczywo;2009;-;kg; 
1140000000;MAZOWIECKIE;pieczywo;2010;-;kg; 
1140000000;MAZOWIECKIE;pieczywo;2011;-;kg; 
1140000000;MAZOWIECKIE;pieczywo;2012;-;kg; 
1140000000;MAZOWIECKIE;pieczywo;2013;-;kg; 
1140000000;MAZOWIECKIE;pieczywo;2014;-;kg; 
1140000000;MAZOWIECKIE;pieczywo;2015;3,37;kg; 
1140000000;MAZOWIECKIE;mięso;2003;5,75;kg; 
1140000000;MAZOWIECKIE;mięso;2004;5,68;kg; 
1140000000;MAZOWIECKIE;mięso;2005;5,51;kg; 
1140000000;MAZOWIECKIE;mięso;2006;5,40;kg; 
1140000000;MAZOWIECKIE;mięso;2007;5,31;kg; 
1140000000;MAZOWIECKIE;mięso;2008;5,61;kg; 
1140000000;MAZOWIECKIE;mięso;2009;5,51;kg; 
1140000000;MAZOWIECKIE;mięso;2010;5,36;kg; 
1140000000;MAZOWIECKIE;mięso;2011;5,33;kg; 
1140000000;MAZOWIECKIE;mięso;2012;5,30;kg; 
1140000000;MAZOWIECKIE;mięso;2013;5,13;kg; 
1140000000;MAZOWIECKIE;mięso;2014;5,15;kg; 
1140000000;MAZOWIECKIE;mięso;2015;5,08;kg; 
1140000000;MAZOWIECKIE;mięso surowe;2003;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe;2004;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe;2005;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe;2006;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe;2007;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe;2008;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe;2009;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe;2010;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe;2011;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe;2012;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe;2013;2,81;kg; 
1140000000;MAZOWIECKIE;mięso surowe;2014;2,82;kg; 
1140000000;MAZOWIECKIE;mięso surowe;2015;2,85;kg; 
1140000000;MAZOWIECKIE;mięso surowe drobiowe;2003;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe drobiowe;2004;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe drobiowe;2005;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe drobiowe;2006;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe drobiowe;2007;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe drobiowe;2008;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe drobiowe;2009;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe drobiowe;2010;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe drobiowe;2011;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe drobiowe;2012;-;kg; 
1140000000;MAZOWIECKIE;mięso surowe drobiowe;2013;1,33;kg; 
1140000000;MAZOWIECKIE;mięso surowe drobiowe;2014;1,34;kg; 
